key	en	zh-CN	zh-TW	de	fr	ko	ja	es	pt-BR	ru	tr
settings	settings	设置	設定	Einstellungen	Paramètres	설정	設定	Ajustes	Configurações	Настройки	Ayarlar
Hotkeys (saved to settings.txt in the cdmodkit folder, active immediately)	Hotkeys (saved to settings.txt in the cdmodkit folder, active immediately)	快捷键（保存在 cdmodkit 文件夹中的 settings.txt，立即生效）	快速鍵（儲存在 cdmodkit 資料夾的 settings.txt，立即生效）	Tastenkürzel (in settings.txt im cdmodkit-Ordner gespeichert, sofort aktiv)	Raccourcis clavier (enregistrés dans settings.txt du dossier cdmodkit, actifs immédiatement)	단축키(cdmodkit 폴더의 settings.txt에 저장되며 즉시 적용)	ホットキー（cdmodkitフォルダーのsettings.txtに保存、すぐに反映）	Atajos (se guardan en settings.txt dentro de cdmodkit y se aplican al instante)	Atalhos (salvos em settings.txt na pasta cdmodkit, aplicados imediatamente)	Горячие клавиши (сохраняются в settings.txt в папке cdmodkit и действуют сразу)	Kısayollar (cdmodkit klasöründeki settings.txt dosyasına kaydedilir, hemen uygulanır)
show / hide the editor	show / hide the editor	显示/隐藏编辑器	顯示／隱藏編輯器	Editor ein-/ausblenden	Afficher / masquer l’éditeur	편집기 표시/숨기기	エディターの表示／非表示	Mostrar / ocultar el editor	Mostrar / ocultar o editor	Показать / скрыть редактор	Düzenleyiciyi göster / gizle
edit mode / play mode	edit mode / play mode	编辑模式/游玩模式	編輯模式／遊玩模式	Bearbeiten / Spielen	Mode édition / jeu	편집 모드 / 플레이 모드	編集モード／プレイモード	Modo edición / juego	Modo edição / jogo	Режим редактирования / игры	Düzenleme modu / oyun modu
show calibration marker	show calibration marker	显示校准标记	顯示校準標記	Kalibrierungsmarkierung anzeigen	Afficher le repère de calibrage	보정 마커 표시	キャリブレーションマーカーを表示	Mostrar marcador de calibración	Mostrar marcador de calibração	Показать маркер калибровки	Kalibrasyon işaretini göster
axis gizmo while placing	axis gizmo while placing	放置时显示坐标轴操纵器	放置時顯示座標軸操縱器	Achsen-Gizmo beim Platzieren	Gizmo des axes pendant le placement	배치 중 축 기즈모 표시	配置中に軸ギズモを表示	Mostrar ejes al colocar	Mostrar eixos ao posicionar	Показывать оси при размещении	Yerleştirirken eksen gizmosunu göster
read the field of view from the game	read the field of view from the game	从游戏读取视野角	從遊戲讀取視野角	Sichtfeld aus dem Spiel lesen	Lire le champ de vision du jeu	게임에서 시야각 읽기	ゲームから視野角を取得	Leer el campo de visión del juego	Ler o campo de visão do jogo	Считывать поле зрения из игры	Görüş açısını oyundan oku
manual field of view	manual field of view	手动视野角	手動視野角	Sichtfeld manuell	Champ de vision manuel	수동 시야각	手動視野角	Campo de visión manual	Campo de visão manual	Поле зрения вручную	Elle görüş açısı
mirror horizontally	mirror horizontally	水平镜像	水平鏡像	Horizontal spiegeln	Miroir horizontal	가로로 뒤집기	水平反転	Reflejar horizontalmente	Espelhar horizontalmente	Отразить по горизонтали	Yatay aynala
search now	search now	立即搜索	立即搜尋	Jetzt suchen	Rechercher maintenant	지금 검색	今すぐ検索	Buscar ahora	Buscar agora	Искать сейчас	Şimdi ara
console window (log output; applies on the next start)	console window (log output; applies on the next start)	控制台窗口（日志输出；下次启动时生效）	主控台視窗（記錄輸出；下次啟動時生效）	Konsolenfenster (Protokollausgabe; gilt ab dem nächsten Start)	Fenêtre de console (journal ; appliqué au prochain démarrage)	콘솔 창(로그 출력, 다음 실행부터 적용)	コンソールウィンドウ（ログ出力、次回起動時に適用）	Ventana de consola (registro; se aplica al próximo inicio)	Janela do console (saída de log; aplicado na próxima inicialização)	Окно консоли (вывод журнала; применится при следующем запуске)	Konsol penceresi (kayıt çıktısı; sonraki açılışta uygulanır)
%d objects selected	%d objects selected	已选择 %d 个物体	已選取 %d 個物件	%d Objekte ausgewählt	%d objets sélectionnés	오브젝트 %d개 선택됨	オブジェクト%d個を選択	%d objetos seleccionados	%d objetos selecionados	Выбрано объектов: %d	%d nesne seçildi
%d objects snapped to the ground	%d objects snapped to the ground	已将 %d 个物体吸附到地面	已將 %d 個物件吸附至地面	%d Objekte am Boden eingerastet	%d objets alignés au sol	오브젝트 %d개를 지면에 맞춤	オブジェクト%d個を地面にスナップ	%d objetos ajustados al suelo	%d objetos alinhados ao chão	Объектов на земле: %d	%d nesne zemine hizalandı
Previews are still being rendered: %d of %d done (%d without visible geometry). Empty tiles fill in as they finish, the visible ones are rendered first.	Previews are still being rendered: %d of %d done (%d without visible geometry). Empty tiles fill in as they finish, the visible ones are rendered first.	预览仍在生成：%d/%d 已完成（%d 个没有可见几何体）。完成后空白卡片会逐步填充，优先生成当前可见的卡片。	預覽仍在產生：已完成 %d/%d（%d 個沒有可見幾何）。完成後空白卡片會逐步填入，並優先產生目前可見的卡片。	Vorschauen werden noch erstellt: %d von %d fertig (%d ohne sichtbare Geometrie). Leere Kacheln füllen sich nach und nach; sichtbare zuerst.	Les aperçus sont en cours : %d sur %d terminés (%d sans géométrie visible). Les vignettes vides se rempliront ensuite, en donnant la priorité aux éléments visibles.	미리보기를 생성 중입니다: %d/%d 완료(%d개는 보이는 지오메트리 없음). 빈 카드는 완료되는 대로 채우며 현재 보이는 항목을 우선 처리합니다.	プレビューを生成中：%d/%d完了（%d個は表示ジオメトリなし）。空のタイルは順次埋まり、表示中のものを優先します。	Aún se generan vistas previas: %d de %d listas (%d sin geometría visible). Las tarjetas vacías se completarán después; primero se procesan las visibles.	As prévias ainda estão sendo geradas: %d de %d concluídas (%d sem geometria visível). Os cartões vazios serão preenchidos depois, priorizando os que estão visíveis.	Предпросмотр создаётся: готово %d из %d (%d без видимой геометрии). Пустые карточки заполнятся позже, сначала обрабатываются видимые.	Önizlemeler oluşturuluyor: %d/%d tamamlandı (%d görünür geometri içermiyor). Boş kartlar sırayla doldurulur, görünür olanlara öncelik verilir.
Previews are off: %s	Previews are off: %s	预览已关闭：%s	預覽已關閉：%s	Vorschauen sind deaktiviert: %s	Aperçus désactivés : %s	미리보기가 꺼져 있습니다: %s	プレビューは無効です：%s	Vistas previas desactivadas: %s	Prévias desativadas: %s	Предпросмотр отключён: %s	Önizlemeler kapalı: %s
no collections yet (left pane)	no collections yet (left pane)	还没有收藏集（左侧面板）	還沒有收藏集（左側面板）	Noch keine Sammlungen (linker Bereich)	Aucune collection (panneau de gauche)	아직 컬렉션이 없습니다(왼쪽 패널)	コレクションはまだありません（左ペイン）	Aún no hay colecciones (panel izquierdo)	Ainda não há coleções (painel esquerdo)	Коллекций пока нет (левая панель)	Henüz koleksiyon yok (sol panel)
create a collection in the left pane first	create a collection in the left pane first	请先在左侧面板创建收藏集	請先在左側面板建立收藏集	Erstelle zuerst links eine Sammlung	Créez d’abord une collection dans le panneau de gauche	먼저 왼쪽 패널에서 컬렉션을 만드세요	先に左ペインでコレクションを作成してください	Primero crea una colección en el panel izquierdo	Crie uma coleção primeiro no painel esquerdo	Сначала создайте коллекцию в левой панели	Önce sol panelde bir koleksiyon oluşturun
double-click places	double-click places	双击即可放置	雙擊即可放置	Doppelklick platziert	Double-cliquez pour placer	더블 클릭하면 배치	ダブルクリックで配置	Doble clic para colocar	Clique duas vezes para posicionar	Двойной щелчок размещает	Çift tıklama yerleştirir
select a prefab, then PLACE. Double-click on a row or card places it right away.	select a prefab, then PLACE. Double-click on a row or card places it right away.	选择预制件后点击“放置”。双击列表行或卡片可立即放置。	選取預製件後按「放置」。雙擊清單列或卡片即可立即放置。	Wähle ein Prefab und klicke auf „Platzieren“. Doppelklick auf Zeile oder Kachel platziert sofort.	Sélectionnez un prefab puis cliquez sur « PLACER ». Double-cliquez sur une ligne ou vignette pour le placer immédiatement.	프리팹을 선택한 뒤 배치를 누르세요. 행이나 카드를 두 번 클릭하면 바로 배치됩니다.	Prefabを選んで「配置」を押します。行またはカードをダブルクリックするとすぐ配置します。	Selecciona un prefab y pulsa COLOCAR. Haz doble clic en una fila o tarjeta para colocarlo al instante.	Selecione um prefab e clique em COLOCAR. Dê dois cliques em uma linha ou cartão para posicioná-lo imediatamente.	Выберите префаб и нажмите «Разместить». Двойной щелчок по строке или карточке размещает его сразу.	Prefabı seçip YERLEŞTİR'e basın. Satıra veya karta çift tıklamak hemen yerleştirir.
puts the object in front of you and lets you move it with the placement keys or the mouse gizmo; %s drops it (double-click on a row or card does the same)	puts the object in front of you and lets you move it with the placement keys or the mouse gizmo; %s drops it (double-click on a row or card does the same)	将物体放到你面前，然后可用放置快捷键或鼠标操纵器移动；按 %s 放下（双击列表行或卡片也会这样做）	將物件放到你面前，接著可用放置快速鍵或滑鼠操縱器移動；按 %s 放下（雙擊清單列或卡片也會這樣做）	Platziert das Objekt vor dir. Bewege es mit Platzierungstasten oder Maus-Gizmo; %s legt es ab (Doppelklick auf Zeile oder Kachel ebenso).	Place l’objet devant vous et déplacez-le avec les touches ou le gizmo ; %s le dépose (un double-clic fait de même).	오브젝트를 앞에 놓고 배치 키나 마우스 기즈모로 이동합니다. %s를 누르면 놓습니다(행이나 카드를 두 번 클릭해도 동일).	オブジェクトを目の前に置き、配置キーまたはマウスギズモで移動します。%sで配置（行やカードのダブルクリックも同じ）。	Coloca el objeto delante y permite moverlo con las teclas o el gizmo; %s lo suelta (un doble clic hace lo mismo).	Coloca o objeto à sua frente para movê-lo com as teclas ou o gizmo; %s o solta (dois cliques também fazem isso).	Размещает объект перед вами для перемещения клавишами или мышью; %s опускает его (двойной щелчок делает то же).	Nesneyi önünüze koyar; yerleştirme tuşlarıyla veya fare gizmosuyla taşıyabilirsiniz. %s bırakır (çift tıklama da aynısını yapar).
drops the object in front of you without the placement mode (offset, yaw and scale from the spawn options)	drops the object in front of you without the placement mode (offset, yaw and scale from the spawn options)	不进入放置模式，直接将物体放到你面前（使用生成选项中的偏移、偏航角和比例）	不進入放置模式，直接將物件放到你面前（使用生成選項中的偏移、偏航角與比例）	Legt das Objekt ohne Platzierungsmodus vor dir ab (Versatz, Gierwinkel und Größe aus den Spawn-Optionen).	Dépose l’objet devant vous sans mode placement (décalage, lacet et échelle des options).	배치 모드 없이 오브젝트를 앞에 생성합니다(생성 옵션의 오프셋, 요, 크기 사용).	配置モードに入らず目の前に配置します（生成オプションのオフセット、ヨー、スケールを使用）。	Suelta el objeto delante sin activar el modo de colocación (usa desplazamiento, giro y escala de las opciones).	Solta o objeto à sua frente sem entrar no modo de posicionamento (usa deslocamento, rotação e escala das opções).	Размещает объект перед вами без режима размещения (параметры смещения, угла и масштаба).	Yerleştirme moduna girmeden nesneyi önünüze bırakır (oluşturma seçeneklerindeki ofset, yaw ve ölçek kullanılır).
select a prefab, then PLACE	select a prefab, then PLACE	选择预制件，然后点击“放置”	選取預製件，再按「放置」	Prefab wählen und „Platzieren“ drücken	Sélectionnez un prefab puis cliquez sur « PLACER »	프리팹을 선택한 뒤 배치를 누르세요	Prefabを選択して「配置」を押してください	Selecciona un prefab y pulsa COLOCAR	Selecione um prefab e clique em COLOCAR	Выберите префаб и нажмите «Разместить»	Prefabı seçin ve YERLEŞTİR'e basın
drops the selected objects onto the surface below them (a sphere cast of the game's physics)	drops the selected objects onto the surface below them (a sphere cast of the game's physics)	将所选物体放到下方表面（使用游戏物理进行球体投射）	將所選物件放到下方表面（使用遊戲物理進行球體投射）	Legt ausgewählte Objekte auf der Fläche darunter ab (Kugelabfrage der Spielphysik).	Dépose les objets sélectionnés sur la surface en dessous (requête sphérique de la physique du jeu).	선택한 오브젝트를 아래 표면에 내려놓습니다(게임 물리의 구형 캐스트 사용).	選択したオブジェクトを下の面に配置します（ゲーム物理の球体キャストを使用）。	Coloca los objetos seleccionados sobre la superficie inferior (consulta esférica de la física del juego).	Posiciona os objetos selecionados na superfície abaixo (consulta esférica da física do jogo).	Размещает выбранные объекты на поверхности ниже (сферический запрос физики игры).	Seçili nesneleri altlarındaki yüzeye bırakır (oyunun fizik sisteminde küre taraması).
